Nr;DateTime;SPY Open;SPY High;SPY Low;SPY Close;SPY Volume;SPY Yield C/O;^GDAXI Open;^GDAXI High;^GDAXI Low;^GDAXI Close;^GDAXI Volume;^GDAXI Yield C/O
1;2000/01/03 12:00:000;148,25;148,25;137,25;145,75;8545100;-1,7007212647233112;6961,72;7159,33;6388,91;6780,96;0;-2,6307885403075097
2;2000/01/10 12:00:000;146,25;147,47;142,88;146,97;6549700;0,4910998206627138;6785,47;7207,45;6783,22;7173,22;0;5,55710859068922
5;2000/01/24 12:00:000;145,66;145,84;135,53;135,88;9167200;-6,950299549738589;6987,59;7214,58;6809,64;7066,6;0;1,124374046171089
6;2000/01/31 12:00:000;135,81;144,0;135,0;142,59;7663400;4,871652917805074;7054,24;7491,79;6816,54;7444,61;0;5,386142612913533
7;2000/02/07 12:00:000;142,56;144,56;138,03;138,69;7166800;-2,7521737054255406;7450,79;7812,09;7263,19;7611,55;0;2,1346763464966134
8;2000/02/14 12:00:000;139,78;141,22;134,63;135,31;9089100;-3,2501315773430064;7569,01;7699,97;7342,65;7573,78;0;0,06300028142460375
11;2000/02/28 12:00:000;133,38;141,72;132,72;141,13;9775700;5,647925422175541;7732,9;8022,48;7492,23;7960,03;0;2,894881474200497
12;2000/03/06 12:00:000;140,81;142,0;135,03;140,13;11452600;-0,4840900747093927;7960,09;8136,16;7877,19;7975,95;0;0,19904575084323475
13;2000/03/13 12:00:000;136,69;148,0;135,69;146,94;12995900;7,230875202756973;7977,06;7991,07;7411,76;7710,92;0;-3,3932416517633186
14;2000/03/20 12:00:000;146,88;155,75;144,5;153,56;11498400;4,447544326041661;7716,24;7949,72;7677,08;7932,42;0;2,763096057256285
15;2000/03/27 12:00:000;153,38;153,78;147,13;150,38;8124300;-1,9753078386832374;7932,71;8031,21;7522,7;7599,39;0;-4,292673658072042
16;2000/04/03 12:00:000;150,13;153,0;141,39;151,44;9776600;0,8687921476853895;7599,78;7641,53;7205,86;7522,2;0;-1,0260651136983774
17;2000/04/10 12:00:000;151,75;153,11;133,5;136,0;14247900;-10,957954420355563;7534,91;7614,81;7168,9;7214,83;0;-4,340825782232272
18;2000/04/17 12:00:000;135,19;145,13;134,69;143,81;12519600;6,181178752197427;7201,66;7305,94;6890,96;7157,95;0;-0,608792787567429
23;2000/05/08 12:00:000;142,75;143,47;137,75;142,81;6806000;0,042022692872213406;7532,97;7532,97;7013,7;7269,28;0;-3,5632136856527192
24;2000/05/15 12:00:000;142,75;147,72;140,41;141,13;5876900;-1,1413397110203993;7266,08;7398,48;6958,92;6989,03;0;-3,887516697746049
25;2000/05/22 12:00:000;141,25;141,81;136,5;138,0;8598600;-2,327768486934565;6983,46;7040,57;6794,08;6839,33;0;-2,0854722340003637
28;2000/06/05 12:00:000;147,47;148,22;145,63;146,59;5116900;-0,5985190960909732;7456,22;7486,4;7211,97;7246,79;0;-2,848997118639801
29;2000/06/12 12:00:000;146,97;148,88;144,63;146,59;5621400;-0,25889100166534146;7251,29;7388,24;7173,64;7252,58;0;0,017788355844347757
30;2000/06/19 12:00:000;146,47;149,16;143,88;144,38;5411100;-1,4371916619200837;7134,17;7270,2;6976,97;6980,41;0;-2,178826189720795
31;2000/06/26 12:00:000;145,38;146,98;143,52;145,28;5694800;-0,06880892035061562;6986,89;7085,27;6851,84;6882,44;0;-1,506229568851189
32;2000/07/03 12:00:000;145,44;148,78;144,22;148,09;3295700;1,8056566620243277;6912,97;7090,11;6842,61;7044,77;0;1,8886140246367564
33;2000/07/10 12:00:000;147,88;151,25;147,16;151,25;4965700;2,2532962842519813;7052,68;7342,22;6955,58;7321,94;0;3,746763374954349
34;2000/07/17 12:00:000;150,98;151,98;147,69;147,69;5434600;-2,203189527325985;7320,1;7503,32;7303,91;7378,86;0;0,7995166053615138
35;2000/07/24 12:00:000;148,13;148,86;141,52;142,09;7266000;-4,162960694397684;7377,98;7428,17;7076,37;7128,3;1000000;-3,4427111584145624
36;2000/07/31 12:00:000;142,94;146,72;142,06;146,38;4989100;2,3781018381248327;7135,39;7251,88;6954,6;7016,59;1000000;-1,6789564526336416
37;2000/08/07 12:00:000;146,72;149,22;145,56;147,41;4497000;0,46918115510321684;7020,65;7327,22;7020,65;7322,98;1000000;4,216154261019523
38;2000/08/14 12:00:000;147,78;150,44;147,06;149,69;4800300;1,2841807566642918;7323,87;7380,19;7214,68;7232,42;1000000;-1,2565180166457033
39;2000/08/21 12:00:000;150,03;151,63;149,28;151,25;3658000;0,8098822812028765;7233,74;7333,09;7147,15;7307,17;1000000;1,0099866404319577
40;2000/08/28 12:00:000;151,25;153,59;150,34;152,5;4219900;0,8230499136515443;7320,93;7397,12;7168,52;7344,67;1000000;0,3237511010235142
43;2000/09/11 12:00:000;149,75;151,19;146,0;146,0;4776200;-2,53606152872223;7267,68;7273,3;6976,41;6999,54;1000000;-3,7592688335713933
44;2000/09/18 12:00:000;146,38;146,97;142,42;145,28;6393800;-0,7543065320097805;6959,93;6977,25;6468,46;6740,25;1000000;-3,207240060003181
45;2000/09/25 12:00:000;145,94;146,33;142,13;143,63;7716900;-1,5955029893742656;6739,28;6884,63;6716,84;6798,12;1000000;0,8693009076576269
46;2000/10/02 12:00:000;144,28;145,75;139,75;141,06;7119100;-2,2570524255305147;6800,07;6921,08;6712,48;6776,39;250000;-0,34883944729749394
47;2000/10/09 12:00:000;141,31;141,31;132,78;137,56;9014800;-2,689587303058937;6776,04;6776,04;6383,17;6661,3;0;-1,7078199820661302
48;2000/10/16 12:00:000;137,41;141,19;130,16;139,91;8105700;1,8030201401511552;6668,12;6725,33;6297,49;6615,9;40000;-0,7862118393209914
49;2000/10/23 12:00:000;139,94;141,94;134,03;139,28;7857400;-0,4727463857817018;6614,18;6930,36;6542,87;6924,68;460000;4,587601243166637
50;2000/10/30 12:00:000;138,44;143,91;138,16;142,78;8248400;3,086796530717105;6921,33;7152,45;6880,18;7128,27;1000000;2,946062054502099
51;2000/11/06 12:00:000;143,16;144,3;136,53;136,63;6920300;-4,668634354742856;7139,94;7185,66;6831,4;6851,69;1000000;-4,120903578146085
52;2000/11/13 12:00:000;135,63;140,11;133,02;136,64;9405400;0,7419140065636126;6839,98;6976,63;6690,61;6752,29;1000000;-1,2903101045288201
53;2000/11/20 12:00:000;135,75;136,38;132,13;134,84;5572800;-0,6726068448184812;6755,23;6794,41;6474,5;6664,18;1000000;-1,3570104381136694
54;2000/11/27 12:00:000;136,47;136,69;129,75;132,22;7406200;-3,1637608344590404;6665,25;6804,22;6361,43;6512,91;1000000;-2,312110135258187
55;2000/12/04 12:00:000;131,88;139,47;131,5;133,97;9114600;1,5723476085364247;6507,64;6745,91;6343,45;6691,25;1000000;2,782383143217559
56;2000/12/11 12:00:000;137,38;139,56;130,56;130,97;6848500;-4,778251944442392;6702,25;6813,3;6331,3;6331,3;1000000;-5,693770459890451
57;2000/12/18 12:00:000;132,06;134,97;125,53;130,94;10272100;-0,8517161753480038;6337,81;6505,75;6110,26;6251,4;400000;-1,3727844244313658
60;2001/01/02 12:00:000;132,0;136,0;127,56;129,19;12574800;-2,151773361416104;6431,14;6556,94;6172,44;6382,31;0;-0,7621715678431676
61;2001/01/08 12:00:000;129,88;133,72;127,69;132,0;7112500;1,619097535172578;6368,83;6552,52;6293,49;6490,03;0;1,8851373956816027
64;2001/01/22 12:00:000;134,25;137,31;133,56;135,88;7933800;1,206840990340901;6652,46;6775,26;6594,19;6695,2;0;0,6404140662048218
65;2001/01/29 12:00:000;135,5;138,7;134,75;134,8;7999500;-0,5179441841548861;6699,1;6795,14;6624,19;6638,2;0;-0,9132346614857132
66;2001/02/05 12:00:000;134,8;136,7;131,26;131,84;6612900;-2,2203132317045116;6633,78;6693,45;6497,07;6497,07;0;-2,0823471434910297
67;2001/02/12 12:00:000;131,7;134,17;129,3;130,4;6631300;-0,9919959256682696;6498,93;6603,17;6439,26;6439,26;0;-0,9223921284708262
70;2001/02/26 12:00:000;125,8;127,84;121,75;123,61;12996100;-1,7561896366608412;6079,97;6284,81;6052,01;6159,02;0;1,2917912224660388
71;2001/03/05 12:00:000;124,15;127,75;123,11;123,36;6931400;-0,6383602139156317;6172,35;6342,54;6134,02;6204,42;0;0,5182300676714482
72;2001/03/12 12:00:000;122,34;122,5;114,81;115,01;23125800;-6,178497270992879;6202,37;6202,37;5663,54;5734,49;0;-7,843265808383892
73;2001/03/19 12:00:000;115,76;118,46;108,04;114,48;17128500;-1,1118947075032943;5732,85;5805,71;5351,48;5544,67;0;-3,3375683315560725
74;2001/03/26 12:00:000;115,7;118,65;112,14;116,69;11004300;0,8520211618384923;5557,82;5944,25;5557,82;5829,95;0;4,780247895068075
75;2001/04/02 12:00:000;116,3;117,38;109,3;113,3;14948300;-2,6133891490658163;5843,37;5912,26;5383,99;5698,88;0;-2,5038020897058364
76;2001/04/09 12:00:000;114,0;118,99;112,78;118,85;12215800;4,166374541170743;5695,77;6019,26;5657,87;6002,3;0;5,24189350270077
79;2001/04/23 12:00:000;123,65;125,84;120,95;125,78;9054900;1,7079355147932018;6118,24;6186,68;6032,74;6175,24;0;0,9273274690181456
80;2001/04/30 12:00:000;126,45;127,69;123,44;127,34;10597800;0,7013701472905176;6176,73;6296,62;6001,51;6138,28;0;-0,6244432597260117
81;2001/05/07 12:00:000;126,86;127,5;124,4;125,15;7650400;-1,3571098327967779;6137,92;6222,24;6025,86;6141,02;0;0,05049295893397458
82;2001/05/14 12:00:000;124,9;130,08;124,46;129,74;10222500;3,801903065337748;6122,45;6226,58;5960,46;6186,87;0;1,0466961316940329
83;2001/05/21 12:00:000;129,84;132,09;127,9;128,1;9506500;-1,3491714303647329;6193,13;6337,47;6139,24;6223,57;0;0,49030839082895605
86;2001/06/04 12:00:000;126,8;129,23;126,08;127,0;8465900;0,1576044455465714;6134,1;6278,04;6134,1;6187,21;0;0,8620889974587425
87;2001/06/11 12:00:000;126,71;126,99;120,4;121,85;10686000;-3,91102307396017;6189,06;6225,84;5889,41;5915,18;0;-4,526128925503065
88;2001/06/18 12:00:000;121,65;124,31;120,89;122,85;10471700;0,9816029737656414;5921,61;5980,14;5812,7;5941,77;0;0,3398697404267365
89;2001/06/25 12:00:000;123,28;124,01;120,57;122,6;9322200;-0,5531167509749292;5928,5;6058,5;5758,69;6058,38;0;2,1671207694401313
90;2001/07/02 12:00:000;122,8;124,32;119,05;119,05;7252200;-3,1013442780170255;6053,81;6131,97;5846,63;5862,1;0;-3,2179924730823712
91;2001/07/09 12:00:000;119,49;122,32;117,09;122,24;10947000;2,275363955654782;5861,92;5939,85;5731,85;5928,01;0;1,121137992574701
92;2001/07/16 12:00:000;121,77;122,98;119,83;121,34;7776600;-0,35374970047641935;5927,45;5928,89;5684,56;5764,06;0;-2,7952016141474014
93;2001/07/23 12:00:000;121,8;121,88;116,75;120,81;10759900;-0,8161291744324087;5751,13;5844,07;5551,14;5754,86;0;0,06483579649668207
94;2001/07/30 12:00:000;121,19;123,25;120,3;121,94;10858600;0,616955849927406;5749,25;5930,45;5712,48;5735,88;0;-0,23282289429039418
95;2001/08/06 12:00:000;121,35;121,51;117,34;119,29;11578100;-1,7121428878755829;5734,24;5802,68;5387,34;5433,49;0;-5,387356909871005
96;2001/08/13 12:00:000;119,6;120,35;116,01;116,75;10293900;-2,4117944967524565;5441,1;5569,05;5174,3;5222,12;0;-4,107779659517866
97;2001/08/20 12:00:000;116,8;119,13;115,78;119,02;11416400;1,8828475822579405;5219,75;5423,54;5124,69;5387,5;0;3,163194740251836
98;2001/08/27 12:00:000;118,97;119,2;112,04;114,15;13865900;-4,135798751263;5397,64;5455,12;5132,27;5188,17;0;-3,9580787161348123
101;2001/09/10 12:00:000;107,7;110,35;93,8;97,28;34431900;-10,175616594448607;4725,16;4758,1;4115,98;4115,98;0;-13,802446393274327
103;2001/09/24 12:00:000;99,72;109,62;99,06;104,44;22365400;4,624648517557086;3792,86;4317,63;3792,86;4308,15;0;12,738822570146164
104;2001/10/01 12:00:000;103,9;108,97;102,83;107,23;26961300;3,1547162126872537;4315,06;4592,14;4157,6;4487,69;0;3,922686332962417
105;2001/10/08 12:00:000;106,27;110,3;105,52;109,5;20660100;2,994152387195185;4469,11;4742,18;4330,54;4625,13;0;3,4315195021468554
106;2001/10/15 12:00:000;108,63;111,15;106,01;107,35;19942900;-1,185308812086952;4619,59;4779,64;4445,64;4513,53;0;-2,3226404106398557
107;2001/10/22 12:00:000;107,3;111,79;106,74;110,32;20351900;2,775658384839353;4518,36;4874,31;4480,16;4820,26;0;6,467877237008264
108;2001/10/29 12:00:000;110,16;110,55;105,56;109,25;24082600;-0,8295020444699832;4812,6;4812,6;4457,72;4583,31;0;-4,881603409637578
109;2001/11/05 12:00:000;110,12;114,08;109,85;112,72;19470100;2,3336187316018173;4588,69;5005,95;4588,69;4910,07;0;6,769361803680562
110;2001/11/12 12:00:000;111,0;115,4;110,0;114,36;19308200;2,9821166141776834;4907,61;5114,4;4648,68;5062,64;0;3,110102478257624
111;2001/11/19 12:00:000;114,92;115,85;113,51;115,68;12005600;0,6591524299365696;5071,63;5212,03;5016,92;5150,97;0;1,5522781507500225
112;2001/11/26 12:00:000;115,75;116,9;113,0;114,05;16643500;-1,4795744235946393;5159,81;5217,47;4874,23;4989,91;0;-3,3481883581478336
113;2001/12/03 12:00:000;113,65;118,0;113,01;116,56;18899000;2,5282611588397126;4986,58;5341,86;4872,25;5199,03;0;4,172176567733162
114;2001/12/10 12:00:000;115,85;116,39;112,0;113,13;17323200;-2,3758650940009787;5200,54;5212,95;4901,04;4909,42;0;-5,760665779353006
115;2001/12/17 12:00:000;112,99;115,92;112,9;114,95;15327700;1,7197931988035813;4913,93;5115,79;4877,57;5019,01;0;2,1158674116301306
120;2002/01/07 12:00:000;117,7;117,99;114,7;114,94;13786400;-2,3728761186635605;5327,4;5347,12;5172,04;5209,97;0;-2,2289216692891243
121;2002/01/14 12:00:000;114,65;115,39;112,67;113,15;16779800;-1,3169637224367026;5206,23;5206,23;4974,58;5122,23;0;-1,626609428561387
124;2002/01/28 12:00:000;113,9;114,19;108,4;112,65;21753900;-1,1035203574883006;5156,52;5205,63;4980,7;5097,06;0;-1,1598030447299945
125;2002/02/04 12:00:000;112,23;112,23;108,0;110,09;26013300;-1,9252123945852673;5088,83;5093,49;4730,7;4835,95;0;-5,097034808870671
126;2002/02/11 12:00:000;110,05;112,97;109,82;110,89;17667300;0,7603910992653887;4845,24;4992,6;4834,15;4862,6;0;0,35764945661988123
129;2002/02/25 12:00:000;109,74;113,85;109,7;113,74;23686400;3,5801210247824273;4758,83;5116,14;4731,41;5097,41;0;6,873072788638117
130;2002/03/04 12:00:000;113,9;117,9;113,65;116,99;21861500;2,676759060637366;5107,87;5376,23;5107,87;5359,55;0;4,809752876204365
131;2002/03/11 12:00:000;116,89;117,9;115,63;116,65;16467700;-0,20553231522399243;5360,04;5403,28;5233,66;5401,11;0;0,7633050260703558
132;2002/03/18 12:00:000;117,1;117,74;114,12;115,04;18731500;-1,7748376630934963;5399,15;5467,31;5312,03;5366,13;0;-0,6134555451000797
133;2002/03/25 12:00:000;115,09;115,77;113,3;114,52;18500100;-0,49649507504855156;5361,2;5424,52;5289,93;5397,29;0;0,6709145126384496
136;2002/04/08 12:00:000;111,32;113,54;110,04;111,42;17839200;0,08979079349795528;5261,37;5290,87;5128,02;5189,65;0;-1,3725191586317063
137;2002/04/15 12:00:000;111,62;113,67;110,2;112,88;16211900;1,1225062184270929;5194,94;5378,27;5167,19;5284,55;0;1,7102394137979364
138;2002/04/22 12:00:000;112,38;112,43;107,29;107,39;19002700;-4,5418917813926925;5285,42;5285,42;4984,62;5000,38;0;-5,543817681704083
139;2002/04/29 12:00:000;107,93;109,91;106,63;107,58;19125100;-0,32481119921585627;4994,2;5066,97;4872,19;4882,77;0;-2,256455733444422
140;2002/05/06 12:00:000;107,64;109,36;104,9;105,72;22100400;-1,7998236122616675;4884,03;5028,59;4773,49;4871,7;0;-0,2527746578721055
141;2002/05/13 12:00:000;106,22;111,25;105,79;110,9;26865900;4,311647936206822;4861,15;5126,33;4832,86;5036,41;0;3,541849125326382
142;2002/05/20 12:00:000;110,64;110,69;108,0;108,69;14462400;-1,7781893781407234;5046,17;5059,42;4859,54;4899,13;0;-2,95719013707706
145;2002/06/03 12:00:000;107,09;107,6;101,72;103,34;23723700;-3,5645079553745074;4818,07;4850,38;4513,0;4610,18;0;-4,410653113783739
146;2002/06/10 12:00:000;103,24;104,54;98,5;101,4;26065600;-1,7983283693330239;4617,19;4686,13;4252,86;4303,85;0;-7,027632399044763
147;2002/06/17 12:00:000;101,92;105,03;98,68;99,28;23539600;-2,6244050927501448;4317,84;4503,8;4153,31;4232,4;0;-1,9986069166467144
148;2002/06/24 12:00:000;98,61;100,89;95,19;98,96;33647700;0,3543051739994587;4233,87;4388,27;3946,7;4382,56;0;3,4516560120146464
149;2002/07/01 12:00:000;99,18;99,8;93,72;99,31;26015800;0,13098898542793516;4377,1;4483,03;4101,58;4483,03;0;2,391275245183952
150;2002/07/08 12:00:000;98,98;99,7;90,32;91,85;39351300;-7,476099786260544;4475,89;4480,49;4039,23;4130,8;0;-8,023412181873248
151;2002/07/15 12:00:000;91,64;93,3;84,3;84,71;57941900;-7,863419914183528;4124,53;4152,45;3825,54;3891,88;0;-5,805974252956659
152;2002/07/22 12:00:000;84,1;85,93;77,68;85,6;77604800;1,7678716168793993;3888,11;3888,11;3265,96;3579,0;0;-8,283974659515772
153;2002/07/29 12:00:000;87,5;91,55;85,62;86,79;52807900;-0,8147385707415241;3584,51;3945,38;3496,49;3532,49;0;-1,4618779380064955
154;2002/08/05 12:00:000;86,49;91,94;83,55;91,29;49085900;5,401245225856895;3533,3;3760,86;3235,38;3760,86;0;6,241537620970085
155;2002/08/12 12:00:000;89,99;94,08;88,02;93,22;43004900;3,526373789873772;3750,26;3750,26;3542,06;3684,69;0;-1,7638773639993883
156;2002/08/19 12:00:000;93,46;97,15;93,1;94,6;35184600;1,2123938785552564;3681,67;3930,96;3628,46;3828,26;0;3,9043938278757504
157;2002/08/26 12:00:000;94,91;96,25;90,81;91,78;36293700;-3,353466517571338;3830,08;3900,11;3580,91;3712,94;0;-3,106167507829676
160;2002/09/09 12:00:000;89,1;93,33;88,25;89,67;37571700;0,6376930487192561;3480,57;3615,59;3275,28;3361,28;0;-3,48742196650752
161;2002/09/16 12:00:000;89,31;91,19;84,05;84,35;45066500;-5,713865470381747;3359,33;3445,59;2956,56;3065,73;0;-9,145583537986242
162;2002/09/23 12:00:000;83,65;85,97;81,85;82,75;58796300;-1,0817413175660757;3063,44;3106,09;2774,36;2918,9;0;-4,833163457277755
163;2002/09/30 12:00:000;82,0;85,77;79,58;80,8;64214800;-1,474228173720343;2906,6;2974,34;2677,61;2714,62;0;-6,833203278737988
164;2002/10/07 12:00:000;80,06;84,73;77,07;84,16;74346500;4,994339542497215;2710,33;2930,74;2519,3;2930,74;0;7,818455217229057
165;2002/10/14 12:00:000;83,2;89,3;83,04;88,64;60382500;6,333587517181076;2928,63;3226,25;2793,93;3163,67;0;7,719800922039299
166;2002/10/21 12:00:000;88,12;90,9;87,57;90,2;48078200;2,3329905134435593;3151,94;3299,01;2983,64;3102,01;0;-1,5967847805680773
167;2002/10/28 12:00:000;91,15;91,29;87,0;90,27;46822400;-0,9701321814608643;3105,29;3235,66;2999,6;3165,16;0;1,9096498471258514
168;2002/11/04 12:00:000;91,8;93,07;89,52;89,65;48168300;-2,369909757530285;3167,49;3443,49;3072,81;3079,1;0;-2,8302129651983097
169;2002/11/11 12:00:000;89,51;91,55;87,45;91,4;41234000;2,0895127577256827;3076,25;3232,07;2987,85;3191,76;0;3,686116606775182
170;2002/11/18 12:00:000;92,15;94,27;89,76;93,42;37214300;1,3687770958129637;3195,97;3337,34;3117,02;3320,88;0;3,8339166920545793
171;2002/11/25 12:00:000;93,43;94,95;91,62;93,98;33320200;0,586950086980535;3322,78;3403,4;3148,94;3320,32;0;-0,07406181187836489
172;2002/12/02 12:00:000;95,47;96,05;89,98;92,03;46981800;-3,6697451159176273;3332,73;3476,83;3108,76;3207,53;0;-3,8290617400822646
173;2002/12/09 12:00:000;91,07;91,62;89,27;89,34;36127600;-1,917912565575444;3206,36;3223,42;3034,12;3077,06;0;-4,116174167833574
174;2002/12/16 12:00:000;89,82;91,79;88,6;89,99;35101200;0,1890885386265281;3074,51;3222,4;2925,87;3024,22;0;-1,6492331973701233
175;2002/12/23 12:00:000;89,59;90,61;87,38;87,38;18306900;-2,4977283086197324;3022,31;3048,29;2840,0;2840,0;0;-6,221738748849239
176;2002/12/30 12:00:000;87,79;91,38;87,11;91,35;35185800;3,9750683885898113;2838,87;3124,86;2836,01;3092,94;0;8,571600920167507
177;2003/01/06 12:00:000;91,24;93,64;91,05;93,06;38180100;1,9751049000315208;3101,17;3157,25;2932,93;3037,33;0;-2,0800619618907867
178;2003/01/13 12:00:000;93,54;93,86;90,15;90,66;35265000;-3,1272906785037002;3039,91;3145,66;2918,26;2918,82;0;-4,064848469986287
181;2003/01/27 12:00:000;85,73;87,18;84,15;86,06;52737700;0,3841904719789028;2716,42;2753,26;2563,92;2747,83;0;1,1496672356978384
182;2003/02/03 12:00:000;86,14;86,81;82,97;83,42;47080600;-3,208579085716528;2750,4;2802,93;2561,73;2569,34;0;-6,809729905900555
